すやば,3,178
ちどの,17,163
ゐぷゎ,83,167
かめぜ,25,164
ゆぐょ,38,171
ぎをっ,3,179
ほべや,38,164
つつま,31,166
どちず,81,181
のにぷ,6,160
けまぬ,24,171
ゐぺの,13,188
そづた,42,171
むわぅ,26,183
すおご,9,154
づがび,43,199
ぃせぼ,91,144
わふむ,63,172
ばぶぅ,94,171
やづこ,76,174
ゆぬが,81,191
ろほれ,21,169
ぢでま,34,173
ぱぜね,44,164
せぢも,9,177
ぬたら,26,171
ゐいり,27,172
はべね,59,163
ごずこ,34,170
ぉぃし,88,171
ぉぞぺ,14,168
びわも,37,174
つえが,50,167
てなだ,89,171
ぽぽず,22,178
ふゃぅ,20,180
まょじ,39,172
ぉょぢ,34,181
るはじ,29,172
ひみぐ,4,169
いじぶ,16,162
ぺめそ,65,169
むらひ,68,175
れやぁ,5,163
ふささ,58,183
るぷゐ,68,176
ぼまに,85,156
めどざ,65,179
のぴこ,25,173
ぜいあ,59,170
だめむ,13,171
ゃあっ,3,160
しぞう,95,170
ぐぇぶ,47,159
びへぬ,30,171
ょざて,2,171
ぉむら,14,170
ゆちへ,40,161
ぷゑや,95,166
ほゑぁ,21,170
もゅて,54,187
こゑざ,36,159
きおぺ,90,154
ばぺぐ,88,156
ゅごこ,63,165
ぞきけ,31,177
ふおぇ,70,161
ねだぉ,1,183
しゐこ,2,187
をむか,44,152
いぇぢ,95,163
よぁこ,39,177
ぞぢご,21,160
ぉりょ,78,169
をぁぇ,52,159
わらり,88,170
あびる,6,169
っころ,91,182
ねよや,7,179
ょてほ,2,169
そわま,67,166
ありぴ,47,185
そわぴ,24,174
めふゑ,89,172
ぶりっ,30,166
ぼおな,38,160
ゆっゆ,33,170
だぃぃ,8,148
ことつ,16,172
ぷぜり,92,155
ごうの,72,178
さをら,96,177
ぜえつ,9,170
ぼるだ,15,158
いだゐ,54,181
ぁゆべ,86,164
えしと,78,183
どにぽ,88,190
いごず,69,179
ぁわか,8,154
じひほ,58,170
やこめ,94,165
へびす,77,179
あちし,72,166
かぱゆ,71,166
のゐぅ,49,168
うょひ,91,170
ぷゑで,0,174
ふめぎ,95,168
ぽぜや,56,169
しぬき,14,178
ゃおだ,52,186
さよべ,95,174
ほわぽ,25,161
だだも,74,164
あづめ,93,177
ぞるい,92,151
つゃも,27,172
っゆる,15,175
ぺわの,38,172
ほゎう,86,154
ぽゅゎ,67,169
ひぬぴ,82,176
じざゐ,66,170
ぞゆぬ,33,176
ょゆか,5,171
ゆくわ,33,162
ぢわげ,94,175
りのこ,2,170
ぞどゐ,41,170
ねほぅ,19,158
ぶかょ,23,160
ほゅぽ,55,169
ぉるず,20,168
つちえ,3,173
ゎてえ,37,173
るあず,96,156
ろとぢ,31,182
ぉばか,12,174
みぞぉ,87,168
のごだ,56,173
ぬろづ,2,175
よせぷ,18,171
れぅず,40,184
もれか,35,174
たはゃ,58,178
ぞゆう,41,168
ぼちご,75,174
がでれ,0,171
そゆぶ,13,179
ゅしっ,81,171
なりひ,12,169
げぐつ,91,165
ぽほぅ,21,180
ぽいめ,31,171
つずあ,53,162
ぺはず,34,186
ぴこれ,5,159
いそば,13,174
おぉぁ,22,169
どぅぴ,99,170
はけも,60,180
ぱぶた,9,155
ゎせき,15,166
しふぶ,17,162
こをこ,73,157
ぱごさ,44,161
ろぅよ,42,175
ばしけ,15,186
ぇのべ,29,188
ぎまざ,92,172
でつよ,1,180
ふりず,95,177
たおや,99,165
さびふ,83,192
くむき,99,180
むゅね,99,179
のふも,23,164
ぼぺし,62,168
ほどし,80,177
ぢてぢ,68,176
さはの,19,171
きかさ,33,168
でめに,67,170
ぶまが,59,165
もぶち,67,159
よぬぷ,66,173
ぐそば,58,144
はねぱ,71,168
ゑおさ,65,171
おあぇ,20,172
ぢびべ,39,168
めまき,97,172
たわえ,48,170
はかお,64,168
ねいぇ,18,176
ぇせと,47,156
かゐの,49,168
へびだ,10,178
ををぼ,60,180
ちゅね,75,172
びぱて,15,159
ぼめが,11,147
づせぐ,48,164
げいよ,53,179
ぅゆせ,32,185
れぅり,41,165
ぎむが,89,171
だらす,29,173
むかみ,25,172
ざゐや,42,173
っぜぺ,54,157
ぜどま,89,167
ゐゅお,94,170
げしせ,4,170
めばい,7,158
くあで,13,174
をごね,2,175
ぢどへ,46,159
ぼいり,48,181
ゃぞし,64,182
ゑよぞ,24,166
ずくり,76,181
るにみ,41,175
えさま,19,167
るざず,90,148
どぼぉ,80,155
しいぞ,23,164
ほゑふ,40,165
どがぬ,38,171
しくぉ,89,178
ゑふど,73,183
ゅをど,17,149
っびま,20,173
あへし,75,169
ひざれ,91,176
ょけた,82,167
てのぢ,75,173
でくら,69,168
ぁゐお,55,184
がぢほ,39,173
ゎおぃ,24,167
ゑみは,94,183
ぞすぉ,89,175
ほぉし,51,171
もかぜ,0,165
のょぅ,70,177
ぇやば,10,173
ずづゆ,21,165
みろぷ,33,163
ずぃど,6,176
ちぉよ,90,192
ぷびち,73,174
つこさ,20,163
じょま,68,178
はいゑ,45,175
こでを,0,171
ほをぃ,3,162
ょめに,4,160
るぷら,13,168
ぽにば,0,171
のぞた,38,166
ぁりゅ,62,171
ぃょぽ,56,168
のょり,51,159
ばやそ,17,159
ぺべび,43,166
ぐさへ,59,168
てぢゐ,4,178
ぽゆだ,16,175
づのす,85,166
れぎわ,99,170
ぢゐい,67,175
みりか,58,158
やだゐ,39,170
ふるじ,95,161
ぅでぃ,22,167
ゑぜゆ,31,167
そなて,20,167
ひへぼ,72,180
わぅさ,77,151
げざゑ,69,178
ちせじ,98,178
てつじ,26,162
ぢぱざ,40,186
とげも,18,175
まはと,3,182
ぼおく,1,170
むいぶ,69,183
せざな,51,174
もぜぐ,13,170
そぅあ,78,173
ろるげ,75,179
へなく,55,174
わほぇ,28,175
づがぃ,99,171
へざき,35,163
ざいじ,43,155
へぬぜ,41,183
せなせ,22,183
ふづえ,41,166
まぼぐ,25,167
ぷそで,42,187
ねぅじ,71,170
ぴざぱ,44,158
まばげ,41,169
だざた,5,170
るなぷ,12,157
だみほ,98,162
ぶぁか,44,187
うぜむ,98,165
にすか,49,170
えちに,61,170
ぱぅべ,93,172
へれぼ,73,170
へうお,62,164
ちなひ,96,188
ゑむぴ,72,172
ぅふろ,88,178
いらぉ,90,177
ぼもも,68,170
うへに,40,167
ろたを,57,163
あずょ,23,168
ゆへえ,77,181
ゑにに,66,161
やねぃ,95,178
ねぎそ,67,169
どびや,25,189
でいず,51,156
そあご,61,167
へぢで,93,156
ぃぱは,53,154
つぱじ,15,170
くわゐ,77,175
ずうぱ,95,169
らのみ,43,165
しぅつ,35,154
どつぎ,77,196
ゐせび,85,160
ぅぐゐ,95,164
ほぐれ,63,162
ろばっ,78,158
ゐねし,81,169
ょぼう,90,166
はまび,15,182
ゅもて,23,158
たつう,81,152
にづな,91,173
ごろぽ,38,157
おゐぃ,58,179
ゆゅき,0,187
ゎぃみ,83,164
ぼゃじ,57,184
のみう,44,176
げゎせ,37,161
すれな,85,161
ぎぢふ,5,158
だりれ,44,165
てのほ,19,172
ぜべぷ,33,166
ふでき,69,193
どぞあ,65,170
ゅゃぴ,61,182
りみょ,45,174
あらぅ,71,171
すうあ,89,173
ゑぺど,98,170
ほろぺ,6,183
ぜぬざ,62,171
きにほ,57,176
っぷざ,81,172
やおの,34,190
きなぐ,76,172
でまぜ,65,171
ねよど,84,158
ずぉご,13,168
でつぺ,63,170
ぴわで,86,161
ぶざそ,15,196
ろおこ,9,185
ゐほぇ,13,174
ぬもゆ,18,158
まぶつ,62,155
じとで,47,178
いゃり,20,170
ずとゅ,22,175
ぅだえ,74,151
こもく,41,170
てきぼ,32,165
へずや,22,145
ぼりた,75,164
ぼわぬ,44,171
ゐごじ,99,176
きぃえ,94,189
ゃなせ,36,170
にぼぐ,98,165
うぺみ,77,178
っのみ,47,160
ぞくび,19,164
ぴらる,22,167
へっど,79,149
まとは,61,186
ぷよや,30,170
ふぞを,33,161
やせぷ,9,179
らぇぞ,80,159
もぴざ,49,171
ぞねあ,17,183
せべた,1,183
だつの,93,173
ぢちあ,19,161
おほせ,53,165
ほにの,14,173
くすの,51,176
ぁぴす,98,178
ぁさと,24,172
えさへ,1,175
らなぞ,98,169
てびを,41,169
のさべ,47,173
ぬくが,6,160
ぼなよ,66,163
ぴずぜ,15,174
ぴこな,35,170
もでぶ,17,158
ょあり,52,134
ぼだま,44,169
ぽぢな,45,175
げそぅ,90,163
えょぇ,61,177
とむゑ,95,178
のくめ,88,174
ぢはし,97,180
びかぇ,27,187
ぬぉあ,77,177
もこる,83,169
れぐろ,48,164
たがし,44,169
けげゃ,25,172
のぁへ,95,168
ぉゐむ,2,161
にでい,1,172
どやだ,68,162
ゎきじ,39,170
ごゎぶ,64,175
ぱくず,43,180
たずり,42,167
ぷっり,60,165
ぁでひ,37,159
うしか,61,178
くげで,5,182
ぱめむ,59,151
ゐどろ,74,170
ゑざゑ,50,172
ねぼへ,58,181
はへざ,20,175
ずぢぞ,40,181
もめふ,60,172
ならげ,91,177
てべせ,12,167
ばべひ,58,173
ぢょせ,39,153
ふゎた,10,170
なゃげ,46,170
ぉぴぎ,13,162
ざほそ,70,170
ぬがぇ,72,192
ぇぽね,30,176
ぷゎず,88,189
りゅま,21,184
びけを,89,154
るしゅ,74,172
きぽね,22,169
ゃおべ,62,162
とべゃ,96,154
むぐす,30,169
かわへ,69,169
つてき,8,178
たろざ,92,170
とこが,53,156
げりゐ,15,167
どしに,27,161
だよき,31,170
ぎくぴ,88,167
もぢゅ,63,167
ぁぢま,30,172
でゅを,47,161
